#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Views / Plays (Est.),Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Classification,Caption Preview
1221,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@divyanshiraturi,139919,278240,15040,104,5.41%,10.82%,2026-08-08,https://www.instagram.com/p/DbyR-mNSzVi/,📈 Viral Organic Reach: High organic creator ER (10.82%),"Upgrade to your favourite Apple devices and enjoy amazing offers, exciting deals, easy EMI options & exchange benefits! 📱💻⌚️🎧"
1222,Tier 4: Toggle OFF + Organic (Noise),Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@rj_yuvraaj,384432,277389,14994,242,5.41%,3.96%,2025-06-30,https://www.instagram.com/p/DLh6iFEszd8/,⚪ Standard Organic: Baseline organic collab reach,હવે તો Goa જવું જ પડશે 😅
1223,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@allulovespriya,161240,276630,14953,34,5.41%,9.30%,2026-07-16,https://www.instagram.com/p/Da3DLPzppxd/,📈 Viral Organic Reach: High organic creator ER (9.3%),Lucky Inimel ithan punishment 😡
1224,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@allulovespriya,161240,276630,14953,34,5.41%,9.30%,2025-11-03,https://www.instagram.com/p/DQmCD3Pkoeb/,📈 Viral Organic Reach: High organic creator ER (9.3%),Don’t miss the biggest shopping day of the month!
1225,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@rajini__lakshmish,244860,275761,14906,34,5.41%,6.10%,2026-02-12,https://www.instagram.com/p/DUpCH5_E-tX/,📈 Viral Organic Reach: High organic creator ER (6.1%),“Let me go and check how this lucky draw actually works…” 👀🎥
1226,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@yashguptagram,183302,275002,14865,51,5.41%,8.14%,2025-03-12,https://www.instagram.com/p/DHGZ7_gTJHO/,📈 Viral Organic Reach: High organic creator ER (8.14%),Sathya FULL MOON LED TV SUPER SALE - Live on 14th March 2025 -Morning 9 AM To Midnight 12 AM- One Day Only -
1227,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@hyderabad.food.diaries,591258,273393,14778,117,5.41%,2.52%,2026-06-01,https://www.instagram.com/p/DZC9UOutkxF/,⚪ Standard Organic: Baseline organic collab reach,"Capturing Hyderabad’s flavours, colours, and stories feels effortless with the vivo X300 FE ✨"
1228,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@adnansajidkhan,410923,273374,14777,35,5.41%,3.60%,2025-09-27,https://www.instagram.com/p/DPGul4TklZ_/,⚪ Standard Organic: Baseline organic collab reach,Bajaj Electronics- India’s Leading Retailer in Electronics is back with its Famous India’s Biggest Festive Offer of ₹1 Crore Cash Prize and 30 Alto K1
1229,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@adnansajidkhan,410923,273374,14777,35,5.41%,3.60%,2025-04-03,https://www.instagram.com/p/DH-nMm1yLC2/,⚪ Standard Organic: Baseline organic collab reach,Beat the summer heat with Bajaj Electronics!
1230,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@mangesh_0981,407706,272468,14728,71,5.41%,3.63%,2025-07-08,https://www.instagram.com/p/DL2NmUAyT4A/,⚪ Standard Organic: Baseline organic collab reach,Laptop લેવું હોય તો Tension કેમ લે છે !
1231,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@craving_destination,61764,272024,14704,29,5.41%,23.85%,2025-03-10,https://www.instagram.com/p/DHBGUH6vCfY/,📈 Viral Organic Reach: High organic creator ER (23.85%),❄️ AC வாங்க நல்ல நேரம்… இப்போ தாங்க! ❄️
1232,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@_bhavishya.__,95106,271154,14657,134,5.41%,15.55%,2025-09-26,https://www.instagram.com/p/DPD69fCk-w-/,📈 Viral Organic Reach: High organic creator ER (15.55%),Bajaj Electronics- India’s Leading Retailer in Electronics is back with its Famous India’s Biggest Festive Offer of ₹1 Crore Cash Prize and 30 Alto K1
1233,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@jyospassions,563190,270377,14615,99,5.41%,2.61%,2025-04-02,https://www.instagram.com/p/DH7uW8xx0Cj/,⚪ Standard Organic: Baseline organic collab reach,"Hey guyzzz,"
1234,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mona_vlogz,445439,269822,14585,63,5.41%,3.29%,2026-01-14,https://www.instagram.com/p/DTfenRXCfA5/,⚪ Standard Organic: Baseline organic collab reach,இது செம Matterஆ இருக்கே..!!😍
1235,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mona_vlogz,445439,269822,14585,63,5.41%,3.29%,2025-11-02,https://www.instagram.com/p/DQjPF9TCRRT/,⚪ Standard Organic: Baseline organic collab reach,நிலா-க்கு போலாமா..!!💥😳
1236,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mona_vlogz,445439,269822,14585,63,5.41%,3.29%,2025-09-06,https://www.instagram.com/p/DOQQ1OciT2t/,⚪ Standard Organic: Baseline organic collab reach,Dont Miss it💥🧿
1237,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mona_vlogz,445439,269822,14585,63,5.41%,3.29%,2025-07-24,https://www.instagram.com/p/DMfGiqjx7NJ/,⚪ Standard Organic: Baseline organic collab reach,✨🍎Apple-ல icecream Cake சாப்ட்ருக்கிங்களா..!!😍
1238,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mona_vlogz,445439,269822,14585,63,5.41%,3.29%,2025-04-10,https://www.instagram.com/p/DIRJeZ3zWzR/,⚪ Standard Organic: Baseline organic collab reach,💥🤯அட டேய் நீயா..!!😱
1239,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mona_vlogz,445439,269822,14585,63,5.41%,3.29%,2025-02-28,https://www.instagram.com/p/DGnY3aHyHed/,⚪ Standard Organic: Baseline organic collab reach,💥😍Mona-வா Foreigner ஆhh..!!😱
1240,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@sainus_diary,699505,266696,14416,219,5.41%,2.09%,2025-12-02,https://www.instagram.com/p/DRwyOxcEfTo/,⚪ Standard Organic: Baseline organic collab reach,"Get ready for the brightest deals of the month! @sathya.retail  Full Moon Sale is lighting up December 4, from 9 AM to 12 Midnight!"
1241,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@mrandmrsmoorthyy,475691,266326,14396,89,5.41%,3.05%,2025-10-04,https://www.instagram.com/p/DPY6jPjkZ4E/,⚪ Standard Organic: Baseline organic collab reach,What is on Full Moon Day?
1242,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@durable_doctor,225695,266104,14384,125,5.41%,6.43%,2026-06-27,https://www.instagram.com/p/DaFmz5dTcVI/,📈 Viral Organic Reach: High organic creator ER (6.43%),🤍
1243,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@prithwibhat,164304,263699,14254,69,5.41%,8.72%,2026-01-13,https://www.instagram.com/p/DTdFiSUgfOx/,📈 Viral Organic Reach: High organic creator ER (8.72%),Redefining the Flagship Standard in The leadership in has officially endorsed the
1244,Tier 4: Toggle OFF + Organic (Noise),Tata Neu,"Pan-India / Maharashtra (HQ: Mumbai, Tata Digital)",@swankyabhii,272773,263181,14226,127,5.41%,5.26%,2025-07-18,https://www.instagram.com/p/DMQD1QDTXDg/,📈 Viral Organic Reach: High organic creator ER (5.26%),Looking for the perfect upgrade? This is more than just a deal — it’s the one you’ve been waiting for. You receive min. Rs.500 worth of NeuCoins with 
1245,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@maddy_off_2k,26260,262626,14196,33,5.41%,54.19%,2025-03-27,https://www.instagram.com/p/DHsYcwdpveX/,📈 Viral Organic Reach: High organic creator ER (54.19%),Sathya Year end Sale
1246,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_with_puja,84156,262274,14177,138,5.41%,17.01%,2025-08-22,https://www.instagram.com/p/DNphu7OM6IP/,📈 Viral Organic Reach: High organic creator ER (17.01%),"“Aditya Vision – यहाँ मिलता है हर electronic सामान सबसे कम दाम पर, और साथ में घर, कार, बाइक जैसे धांसू इनाम जीतने का मौका भी! 🏠🚗🏍️"
1247,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@sanjuu03,257866,260998,14108,108,5.41%,5.51%,2026-06-26,https://www.instagram.com/p/DaDJ1n6zIAZ/,📈 Viral Organic Reach: High organic creator ER (5.51%),"If you’ve been waiting for the right time to shop, this is it!"
1248,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@stunning_sallu,316269,260054,14057,67,5.41%,4.47%,2025-12-18,https://www.instagram.com/p/DSZy5cxknKT/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail  Gadget Day Sale is here!
1249,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@nanthu_6624_,1452329,258944,13997,268,5.41%,0.98%,2025-01-24,https://www.instagram.com/p/DFNUrJoSyai/,⚪ Standard Organic: Baseline organic collab reach,Republic day super offer at our @sathya.retail
1250,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dheenaexplorer,51328,256817,13882,8,5.41%,27.06%,2025-05-25,https://www.instagram.com/p/DKFaZZjTEdm/,📈 Viral Organic Reach: High organic creator ER (27.06%),📌@sathya.retail Sathya super sale is happening from May 28 - 31
1251,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@nekkantidivyasri,36262,253875,13723,38,5.41%,37.95%,2026-08-14,https://www.instagram.com/p/DcAXrenBXlA/,📈 Viral Organic Reach: High organic creator ER (37.95%),🍎 Apple Days are LIVE at Bajaj Electronics! ✨
1252,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@jsfilmsindia,851306,253561,13706,138,5.41%,1.63%,2025-12-26,https://www.instagram.com/p/DSugN3VE-LX/,⚪ Standard Organic: Baseline organic collab reach,📱 iPhone lo… AirPods pao almost FREE! 😱🎧
1253,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@jsfilmsindia,851306,253561,13706,138,5.41%,1.63%,2025-05-17,https://www.instagram.com/p/DJv9o84zDDB/,⚪ Standard Organic: Baseline organic collab reach,GRAND LAUNCH ALERT!
1254,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@jsfilmsindia,851306,253561,13706,138,5.41%,1.63%,2025-12-26,https://www.instagram.com/p/DSugN3VE-LX/,⚪ Standard Organic: Baseline organic collab reach,📱 iPhone lo… AirPods pao almost FREE! 😱🎧
1255,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@jsfilmsindia,851306,253561,13706,138,5.41%,1.63%,2025-05-17,https://www.instagram.com/p/DJv9o84zDDB/,⚪ Standard Organic: Baseline organic collab reach,GRAND LAUNCH ALERT!
1256,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@nehadhupia,6888679,253487,13702,90,5.41%,0.20%,2025-10-18,https://www.instagram.com/p/DP79nmQktFW/,⚪ Standard Organic: Baseline organic collab reach,Celebrate the #MuhuratForCelebrations with Reliance Digital’s #FestivalOfElectronics — powered by AMD Ryzen™️ AI 300!
1257,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@flavorsoflucknow,131391,251026,13569,106,5.41%,10.41%,2026-06-05,https://www.instagram.com/p/DZMaKrJv4AS/,📈 Viral Organic Reach: High organic creator ER (10.41%),Capturing all the flavors of Lucknow with the latest vivo X300 FE 💫 now available at Reliance Digital!
1258,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@thatunscriptedduo,25373,250656,13549,34,5.41%,53.54%,2026-08-04,https://www.instagram.com/p/DbnhTITuc6t/,📈 Viral Organic Reach: High organic creator ER (53.54%),Am I the best wife? 🙂‍↔️🙈
1259,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@devatha_manushya,106088,250564,13544,75,5.41%,12.84%,2025-09-16,https://www.instagram.com/p/DOqZ4FvD2QH/,📈 Viral Organic Reach: High organic creator ER (12.84%),Every group has that one friend… the one who knows ALL the deals
1260,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@periperipriyankaa,457286,249916,13509,246,5.41%,3.01%,2025-01-13,https://www.instagram.com/p/DExCrrIogUj/,⚪ Standard Organic: Baseline organic collab reach,✨ Dive into the future with the all-new OPPO Reno 13 Series 5G! ✨
1261,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ramii.me,171297,249731,13499,79,5.41%,7.93%,2025-03-27,https://www.instagram.com/p/DHszwH0y35r/,📈 Viral Organic Reach: High organic creator ER (7.93%),Sathya Year end Sale
1262,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@rjricky__,124477,246272,13312,159,5.41%,10.82%,2026-06-19,https://www.instagram.com/p/DZwMSXwJfGG/,📈 Viral Organic Reach: High organic creator ER (10.82%),@sathya.retail Samsung Days is here at Sathya from June 19th to 21st!
1263,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@rjricky__,124477,246272,13312,159,5.41%,10.82%,2025-05-27,https://www.instagram.com/p/DKKKMq8xnJ4/,📈 Viral Organic Reach: High organic creator ER (10.82%),Tag that pudhu mapla 😂
1264,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dividharsha,135465,246253,13311,189,5.41%,9.97%,2025-07-15,https://www.instagram.com/p/DMIXA4NvcEp/,📈 Viral Organic Reach: High organic creator ER (9.97%),Finally 🙈
1265,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@arunkarthick4444,259769,245125,13250,45,5.41%,5.12%,2026-07-26,https://www.instagram.com/p/DbQa4HJTkrJ/,📈 Viral Organic Reach: High organic creator ER (5.12%),Moon magic ✨
1266,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@ayodhyadhamm,1061710,243848,13181,552,5.41%,1.29%,2026-01-24,https://www.instagram.com/p/DT5LlNwCRsc/,⚪ Standard Organic: Baseline organic collab reach,"26 साल का भरोसा, 26 जनवरी का महोत्सव! 🇮🇳"
1267,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@ayodhyadhamm,1061710,243848,13181,552,5.41%,1.29%,2025-10-16,https://www.instagram.com/p/DP3xkbmCabZ/,⚪ Standard Organic: Baseline organic collab reach,रामजी घर आ गए हैं अयोध्या भी रौशन हो गई है❤️🪔
1268,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@harirajan_lungiboys,296505,241906,13076,192,5.41%,4.48%,2026-06-28,https://www.instagram.com/p/DaIT7PATHFw/,⚪ Standard Organic: Baseline organic collab reach,🌕 Sathya Full Moon Sale is Here! 🔥
1269,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@sk__creation______,502078,241055,13030,262,5.41%,2.65%,2026-01-22,https://www.instagram.com/p/DT0PLJAkyRF/,⚪ Standard Organic: Baseline organic collab reach,End Paarunga ☝️🤩 @sathya.retail Sathya Republic Day Sale is Live!
1270,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ennakarthi,573590,240685,13010,117,5.41%,2.29%,2025-12-31,https://www.instagram.com/p/DS7Zv4HCbbk/,⚪ Standard Organic: Baseline organic collab reach,Apple Days Sale is LIVE at @sathya.retail from
1271,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ennakarthi,573590,240685,13010,117,5.41%,2.29%,2025-08-10,https://www.instagram.com/p/DNLI1BYxp7_/,⚪ Standard Organic: Baseline organic collab reach,"The wait is over!  @sathya.retail  proudly presents the official launch of the Haier M80F Series Mini LED TV, now available for you to experience.  En"
1272,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ennakarthi,573590,240685,13010,117,5.41%,2.29%,2025-02-13,https://www.instagram.com/p/DGA3mVwytez/,⚪ Standard Organic: Baseline organic collab reach,At Singanallur @sathya.retail
1273,Tier 4: Toggle OFF + Organic (Noise),Great Eastern,West Bengal & East India (HQ: Kolkata),@footballbyomkesh,42566,238779,12907,114,5.41%,30.59%,2026-06-23,https://www.instagram.com/p/DZ7OeFUzYo1/,📈 Viral Organic Reach: High organic creator ER (30.59%),"If you want the real stadium feeling at home this World Cup season, a massive screen is non-negotiable. 📺⚽️"
1274,Tier 4: Toggle OFF + Organic (Noise),Great Eastern,West Bengal & East India (HQ: Kolkata),@footballbyomkesh,42566,238779,12907,114,5.41%,30.59%,2026-06-14,https://www.instagram.com/p/DZkf6Wkz7YW/,📈 Viral Organic Reach: High organic creator ER (30.59%),⚽ Football Frenzy is landing in Bagnan! 🎉
1275,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@vizag_entrepreneur,248970,238761,12906,91,5.41%,5.22%,2026-04-01,https://www.instagram.com/p/DWlbj8NE_ur/,📈 Viral Organic Reach: High organic creator ER (5.22%),🚨 BIGGEST SALE ALERT 🚨 Pai Full Moon Saving Mahotsav is going LIVE on April 2nd 🌕
1276,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@lucky_patil_vlog,167700,238261,12879,22,5.41%,7.69%,2025-10-09,https://www.instagram.com/p/DPlggUgD69O/,📈 Viral Organic Reach: High organic creator ER (7.69%),25 ಕಾರ್ ಫ್ರೀ 😳 ದಾಗ ವಿನ್ ಅಗರಿ ಗುರು ❤️
1277,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@selvaa__official,269825,238021,12866,34,5.41%,4.78%,2026-06-28,https://www.instagram.com/p/DaIk_v9ScSc/,⚪ Standard Organic: Baseline organic collab reach,Very brilliant pa😖
1278,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@itss_me_raji,226108,237244,12824,298,5.41%,5.80%,2025-03-22,https://www.instagram.com/p/DHgXEb5yc2G/,📈 Viral Organic Reach: High organic creator ER (5.8%),"OPPO F29 Series is now available at @sathya.retail ! Powered by Snapdragon 6 Gen 1, 6500mAh battery with 45W SuperVOOC™️ charging, and IP66, IP68, IP6"
1279,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@coimbatore_mapla_,3776137,237188,12821,384,5.41%,0.35%,2025-04-12,https://www.instagram.com/p/DIWWK8aTLdi/,⚪ Standard Organic: Baseline organic collab reach,Upto 60% offers at @sathya.retail 😍
1280,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@coimbatore_mapla_,3776137,237188,12821,384,5.41%,0.35%,2025-03-06,https://www.instagram.com/p/DG3JUoIT8YE/,⚪ Standard Organic: Baseline organic collab reach,Buy AC get Led TV Free 😍
